charging_station_id,charging_station_operator,charging_station_name,charging_station_location,latitude,longitude,city,state,battery_capacity,energy_consumed,charging_duration,charging_rate,state_of_charge_start,state_of_charge_end,time_of_day,day_of_week,payment_type,user_type,Charger Type
Station_162,Tata Power,Tata Power - Byculla,"Rani Baug Entrance, Byculla East, Mumbai",18.9788,72.8337,Mumbai,Maharashtra,86.71809382,61.63104966,3.02,20.39119229,23.35781808,96.40888301,Night,Wednesday,"App, RFID, UPI",Long-Distance Traveler,Level 1
Station_357,Magenta,Tata Power,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",19.03639,73.029907,Mumbai,Maharashtra,75,77.63234569,6.94,11.17901456,54.6438593,58.01818478,Evening,Friday,"App, RFID",Commuter,DC Fast Charger
Station_357,Jio-bp Pulse,Tata Power,"The Taj Mahal Palace, Colaba, In front of Times Building , Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",18.92279506,72.83351898,Mumbai,Maharashtra,75,77.63234569,6.94,11.17901456,54.6438593,58.01818478,Evening,Friday,"App, Card, UPI",Commuter,DC Fast Charger
Station_357,EV Dock,Tata Power,"Seven Hills Hospital, Andheri East, SevenHills Health City, Marol Maroshi Road, Andheri East, Mumbai, Maharashtra 400059",19.118831,72.87823,Mumbai,Maharashtra,75,77.63234569,6.94,11.17901456,54.6438593,58.01818478,Evening,Friday,"App, RFID, UPI",Commuter,DC Fast Charger
Station_357,VoltaPoint,Tata Power,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",19.094122,72.85223,Mumbai,Maharashtra,75,77.63234569,6.94,11.17901456,54.6438593,58.01818478,Evening,Friday,"App, RFID",Commuter,DC Fast Charger
Station_357,VoltaPoint,Tata Power,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",19.068262,72.890964,Mumbai,Maharashtra,75,77.63234569,6.94,11.17901456,54.6438593,58.01818478,Evening,Friday,"App, Card, RFID",Commuter,DC Fast Charger
Station_145,Tata Power,Tata Power - New Panvel,"Panvel Railway Station East, Navi Mumbai",18.9907,73.1195,Mumbai,Maharashtra,54.03223627,21.27074191,0.53,40.17685077,23.97110918,90.94302581,Morning,Saturday,App,Commuter,DC Fast Charger
Station_376,Magenta,Vasant oasis,"Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",19.1146146,72.8840941,Mumbai,Maharashtra,50,12.89314236,0.74,17.34136646,78.39287123,78.81590749,Morning,Wednesday,"App, Card, RFID",Casual Driver,Level 2
Station_231,Fortum,Fortum - Lower Parel,"World Trade Centre One, Lower Parel, Mumbai",19.0012,72.8281,Mumbai,Maharashtra,62,43.4665651,1.19,36.60130618,76.9602295,83.75662148,Night,Wednesday,"App, Card, RFID",Commuter,Level 1
Station_393,ATUM,ATUM Charge - Santacruz,"Santacruz West, Next to Railway Station, Mumbai",19.0815,72.8367,Mumbai,Maharashtra,50,43.12603812,7.48,5.766635774,69.61870824,77.39673449,Morning,Friday,"App, Card",Commuter,Level 2
Station_24,Magenta,Magenta ChargeGrid - Ghatkopar,"Near Ghatkopar Metro Station, Ghatkopar West, Mumbai",19.0864,72.9085,Mumbai,Maharashtra,62,11.32191413,0.28,39.95811626,59.77588685,53.00916603,Morning,Saturday,"App, Card",Long-Distance Traveler,Level 1
Station_486,Volttic,Volttic Charging - Marol,"Marol Naka Metro Station, Andheri East, Mumbai",19.1112,72.874,Mumbai,Maharashtra,50,26.58671022,1.09,24.45076324,77.97541226,91.45202017,Afternoon,Tuesday,"App, Card",Long-Distance Traveler,Level 1
Station_259,EVteQ,EVteQ - Sakinaka,"Sakinaka Junction, Andheri East, Mumbai",19.102,72.8872,Mumbai,Maharashtra,75,5.892835164,0.14,40.77682699,12.90517915,57.54316927,Afternoon,Saturday,"App, Card, UPI",Commuter,Level 2
Station_296,Kazam,"Brookfield, Powai","Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11637,72.91086,Mumbai,Maharashtra,100,47.67827375,1.26,37.74994618,75.29020927,67.25319331,Night,Monday,"App, Card, UPI",Long-Distance Traveler,Level 1
Station_296,EV Point,"Brookfield, Powai","Pay & Park, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11644,72.90968,Mumbai,Maharashtra,100,47.67827375,1.26,37.74994618,75.29020927,67.25319331,Night,Monday,"App, RFID, UPI",Long-Distance Traveler,Level 1
Station_302,Tata Power,Tata Power - Mankhurd,"Mankhurd Railway Station, Mumbai",19.0498,72.9317,Mumbai,Maharashtra,75,61.11752874,1.64,37.24649566,19.89094139,62.23223391,Evening,Monday,App,Commuter,Level 2
Station_273,Magenta,Magenta ChargeGrid - CST,"Chhatrapati Shivaji Maharaj Terminus Parking, Fort, Mumbai",18.9398,72.8354,Mumbai,Maharashtra,62,26.44403312,0.98,27.1214299,63.48160387,80.47775508,Morning,Sunday,"App, Card",Commuter,Level 1
Station_420,ChargeZone,MCGM Parking || Club Aquaria,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",19.2402364,72.8481819,Mumbai,Maharashtra,100,42.0179595,3.16,13.30298668,55.03840485,70.45005705,Afternoon,Wednesday,"App, Card, UPI",Long-Distance Traveler,DC Fast Charger
Station_249,Kazam,Kazam - Vasai,"Vasai West, Palghar",19.3919,72.833,Mumbai,Maharashtra,50,28.80292498,0.63,45.51884431,73.6868557,81.23277626,Night,Friday,"App, Card",Casual Driver,DC Fast Charger
Station_180,VoltaPoint,VoltaPoint - Kalamboli Highway,"Kalamboli Steel Market Junction, Navi Mumbai",19.0543,73.1153,Mumbai,Maharashtra,100,85.03985431,3.18,26.7265968,32.36280196,55.98865792,Evening,Sunday,App,Casual Driver,Level 1
Station_66,Tata Power,Moiz Apartments,"12th Road, Above Upadhyaya Nursing Home, Santacruz East, Mumbai, Maharashtra",19.0737,72.857,Mumbai,Maharashtra,50,47.76784734,1.45,32.99434153,13.70945351,97.58940532,Night,Thursday,"App, UPI",Long-Distance Traveler,Level 1
Station_308,Statiq,Statiq - Parel,"Phoenix Mills Compound, Lower Parel, Mumbai",19.0029,72.824,Mumbai,Maharashtra,62,57.45442117,1.61,35.73022937,32.34187153,89.61714559,Morning,Sunday,"App, Card, UPI",Casual Driver,Level 2
Station_171,EV Point,EV Point - Navi Mumbai,"Plot 1, Sector 21, Nerul, Navi Mumbai",19.0337,73.0204,Mumbai,Maharashtra,50,49.53480946,1.18,42.13698966,79.74068238,53.90525935,Night,Sunday,"App, Card",Casual Driver,DC Fast Charger
Station_107,Fortum,Fortum - Lower Parel,"World Trade Centre One, Lower Parel, Mumbai",19.0012,72.8281,Mumbai,Maharashtra,62,8.315805795,0.71,11.73724408,38.55338957,56.84768446,Morning,Tuesday,"App, Card, RFID",Long-Distance Traveler,Level 2
Station_439,Magenta,Magenta ChargeGrid - Chembur,"RB Mehta Marg, Chembur East, Mumbai",19.0546,72.9047,Mumbai,Maharashtra,50,10.18500019,0.34,29.83066536,63.63470753,22.88625804,Evening,Monday,"App, Card",Commuter,Level 1
Station_442,ChargeZone,Blue Tokai Coffee,"Unit 20-22, Laxmi Woollen Mill, Opposite Blue Loft, Dr E Moses Marg, Off, Shakti Mills Ln, Mahalakshmi, Mumbai",18.989356,72.825234,Mumbai,Maharashtra,85,21.7953825,0.58,37.7362187,55.13436223,68.54740388,Night,Saturday,"App, RFID, UPI",Long-Distance Traveler,Level 2
Station_103,Jio-bp Pulse,"IOCL Kini Causway, Bandra","36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",19.051601,72.838011,Mumbai,Maharashtra,81.06203029,43.4665651,3.22,13.48724207,83.09120694,76.50122128,Morning,Friday,"App, RFID, UPI",Long-Distance Traveler,Level 1
Station_13,Kazam,Kazam - Thane,"Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",19.1866,72.9728,Mumbai,Maharashtra,50,74.27670058,2.96,25.07354432,41.34406167,50.41234126,Night,Tuesday,App,Commuter,Level 2
Station_120,Statiq,"Godrej One, Vikhroli","4 Wheeler Parking area Godrej One Pirojshanagar, Eastern Express Highway, Vikhroli u00e2u0080u0093 East, Mumbai u00e2u0080u0093 400079",19.0925655,72.9223514,Mumbai,Maharashtra,75,39.73385255,1.86,21.39560578,55.863615,85.12226222,Morning,Tuesday,"App, Card, UPI",Casual Driver,Level 1
