station_key,station_name,charging_station_operator,energy_consumed_kwh_sum,energy_consumed_kwh_mean,charging_duration_hours_mean,charging_rate_kw_mean,sessions_count,peak_time_of_day,peak_day_of_week,latitude,longitude,city,state,charging_station_location,stations_within_2km
"unit_20-22,_laxmi_woollen_mill,_opposite_blue_loft,_dr_e_moses_marg,_off,_shakti_mills_ln,_mahalakshmi,_mumbai","Unit 20-22, Laxmi Woollen Mill, Opposite Blue Loft, Dr E Moses Marg, Off, Shakti Mills Ln, Mahalakshmi, Mumbai",Jio-bp Pulse,36.61656862,36.61656862,1.34,27.32114694,4,Afternoon,Sunday,18.989356,72.825234,Mumbai,Maharashtra,"Unit 20-22, Laxmi Woollen Mill, Opposite Blue Loft, Dr E Moses Marg, Off, Shakti Mills Ln, Mahalakshmi, Mumbai",9
"vasai_west,_palghar","Vasai West, Palghar",Kazam,28.80292498,28.80292498,0.63,45.51884431,1,Night,Friday,19.3919,72.833,Mumbai,Maharashtra,"Vasai West, Palghar",0
"vashi_station_east,_navi_mumbai","Vashi Station East, Navi Mumbai",ChargeZone,11.48343149,11.48343149,0.53,21.47990189,1,Night,Friday,19.0708,72.9991,Mumbai,Maharashtra,"Vashi Station East, Navi Mumbai",0
"versova_metro_station,_andheri_west,_mumbai","Versova Metro Station, Andheri West, Mumbai",ChargeZone,72.65221058,36.32610529,1.86,25.74718994,2,Afternoon,Monday,19.137,72.8261,Mumbai,Maharashtra,"Versova Metro Station, Andheri West, Mumbai",6
"vikhroli_east,_mumbai","Vikhroli East, Mumbai",EVteQ,33.47231506,33.47231506,0.77,43.48176399,1,Afternoon,Wednesday,19.0984,72.9262,Mumbai,Maharashtra,"Vikhroli East, Mumbai",2
"vn_purav_marg_diamond_garden,_basant_garden,_chembur_mumbai,_maharashtra,chembur","VN Purav Marg Diamond Garden, Basant Garden, Chembur Mumbai, Maharashtra,Chembur",Magenta,59.98647673,59.98647673,2.56,23.41792115,2,Afternoon,Monday,19.05231631,72.90163581,Mumbai,Maharashtra,"VN Purav Marg Diamond Garden, Basant Garden, Chembur Mumbai, Maharashtra,Chembur",4
"vn_purav_marg_diamond_garden,_basant_garden,_chembur_mumbai,_maharashtra,chembur","VN Purav Marg Diamond Garden, Basant Garden, Chembur Mumbai, Maharashtra,Chembur",Statiq,64.37713244,64.37713244,4.22,15.2565692,2,Afternoon,Monday,19.05231631,72.90163581,Mumbai,Maharashtra,"VN Purav Marg Diamond Garden, Basant Garden, Chembur Mumbai, Maharashtra,Chembur",4
"wadala_truck_terminal,_mumbai","Wadala Truck Terminal, Mumbai",Magenta,43.4665651,43.4665651,1.87,23.22301592,1,Evening,Friday,19.0188,72.8571,Mumbai,Maharashtra,"Wadala Truck Terminal, Mumbai",11
"western_express_hwy,_yashodham,_goregaon,_mumbai,_maharashtra_400063","Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",EVteQ,51.49234638,51.49234638,1.46,35.21951804,3,Night,Friday,19.1737611,72.8600172,Mumbai,Maharashtra,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",1
"western_express_hwy,_yashodham,_goregaon,_mumbai,_maharashtra_400063","Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",Jio-bp Pulse,59.25460166,59.25460166,18.38615197,26.50712322,3,Night,Friday,19.1737611,72.8600172,Mumbai,Maharashtra,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",1
"western_express_hwy,_yashodham,_goregaon,_mumbai,_maharashtra_400063","Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",Volttic,72.94073166,72.94073166,5.28,13.82503559,3,Night,Friday,19.1737611,72.8600172,Mumbai,Maharashtra,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",1
"world_trade_centre_one,_lower_parel,_mumbai","World Trade Centre One, Lower Parel, Mumbai",Fortum,125.8898931,41.96329769,1.173333333,31.34531767,3,Evening,Wednesday,19.0012,72.8281,Mumbai,Maharashtra,"World Trade Centre One, Lower Parel, Mumbai",16
"worli_sea_face_promenade,_worli,_mumbai","Worli Sea Face Promenade, Worli, Mumbai",Volttic,6.337534265,6.337534265,1.47,4.315961671,1,Morning,Wednesday,19.0053,72.8157,Mumbai,Maharashtra,"Worli Sea Face Promenade, Worli, Mumbai",7
